"SDG_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2007","2007",99.98931,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2009","2009",99.95678,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2010","2010",99.96745,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2011","2011",99.95603,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2012","2012",99.955,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2013","2013",99.97687,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2014","2014",99.97624,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2015","2015",99.96367,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2016","2016",99.96238,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2017","2017",99.96065,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PAK","Pakistan","2005","2005",65.08658,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PAK","Pakistan","2006","2006",69.1658,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PAK","Pakistan","2007","2007",66.28471,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PAK","Pakistan","2008","2008",71.11291,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PAK","Pakistan","2009","2009",70.67627,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PAK","Pakistan","2010","2010",71.25962,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PAK","Pakistan","2011","2011",70.76933,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PAK","Pakistan","2012","2012",72.58342,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PAK","Pakistan","2013","2013",71.63622,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PAK","Pakistan","2014","2014",72.7954,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PAK","Pakistan","2017","2017",74.52638,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BTN","Bhutan","2005","2005",67.96426,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BTN","Bhutan","2012","2012",82.17904,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BTN","Bhutan","2017","2017",92.89112,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GLP","Guadeloupe","2004","2004",99.82,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GLP","Guadeloupe","2014","2014",99.82,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IND","India","2001","2001",67.74658,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IND","India","2006","2006",74.35573,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IND","India","2011","2011",81.84981,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IND","India","2018","2018",90.16941,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","FJI","Fiji","2017","2017",99.74434,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TTO","Trinidad and Tobago","2000","2000",99.4,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TTO","Trinidad and Tobago","2010","2010",99.6,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PHL","Philippines","2000","2000",95.08975,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PHL","Philippines","2003","2003",95.05721,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PHL","Philippines","2008","2008",97.7508,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PHL","Philippines","2013","2013",98.10835,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PHL","Philippines","2015","2015",99.0826,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MLI","Mali","2006","2006",30.79846,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MLI","Mali","2010","2010",33.94571,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MLI","Mali","2011","2011",29.69539,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MLI","Mali","2015","2015",39.20776,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MLI","Mali","2018","2018",43.39811,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SDN","Sudan","2000","2000",85.69496,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SDN","Sudan","2008","2008",68.66786,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SDN","Sudan","2018","2018",72.51,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BGR","Bulgaria","2001","2001",98.30967,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BGR","Bulgaria","2011","2011",98.06693,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","JOR","Jordan","2003","2003",99.32879,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","JOR","Jordan","2005","2005",98.931,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","JOR","Jordan","2007","2007",98.95204,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","JOR","Jordan","2010","2010",98.75873,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","JOR","Jordan","2011","2011",99.05083,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","JOR","Jordan","2012","2012",99.00204,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","JOR","Jordan","2018","2018",99.19612,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SAU","Saudi Arabia","2000","2000",95.91316,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SAU","Saudi Arabia","2004","2004",95.84969,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SAU","Saudi Arabia","2013","2013",99.22177,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SAU","Saudi Arabia","2017","2017",99.30188,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CUB","Cuba","2002","2002",99.95369,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CUB","Cuba","2012","2012",99.8952,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ALB","Albania","2001","2001",99.49808,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ALB","Albania","2008","2008",99.12132,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ALB","Albania","2011","2011",98.85624,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ALB","Albania","2012","2012",99.02019,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ALB","Albania","2018","2018",99.63,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KHM","Cambodia","2004","2004",87.92011,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KHM","Cambodia","2008","2008",89.38368,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KHM","Cambodia","2009","2009",88.35612,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KHM","Cambodia","2014","2014",89.92461,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KHM","Cambodia","2015","2015",91.86412,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LKA","Sri Lanka","2001","2001",96.12111,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LKA","Sri Lanka","2006","2006",97.93921,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LKA","Sri Lanka","2008","2008",98.5861,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LKA","Sri Lanka","2010","2010",98.58897,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LKA","Sri Lanka","2016","2016",98.94489,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LKA","Sri Lanka","2017","2017",99.14777,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LKA","Sri Lanka","2018","2018",99.04459,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","POL","Poland","2008","2008",99.77874,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MDA","Republic of Moldova","2000","2000",99.52508,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MDA","Republic of Moldova","2004","2004",99.51923,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MDA","Republic of Moldova","2007","2007",99.55128,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MDA","Republic of Moldova","2009","2009",99.4892,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MDA","Republic of Moldova","2010","2010",99.51155,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MDA","Republic of Moldova","2012","2012",99.45616,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MDA","Republic of Moldova","2014","2014",99.81101,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","RWA","Rwanda","2000","2000",78.52217,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","RWA","Rwanda","2010","2010",76.65858,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","RWA","Rwanda","2012","2012",81.12005,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","RWA","Rwanda","2014","2014",83.8141,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","RWA","Rwanda","2018","2018",84.32593,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CYP","Cyprus","2001","2001",99.73631,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CYP","Cyprus","2011","2011",99.80454,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MLT","Malta","2005","2005",97.45976,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MLT","Malta","2011","2011",98.40398,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MLT","Malta","2018","2018",99.05695,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MAR","Morocco","2004","2004",60.49289,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MAR","Morocco","2008","2008",69.89815,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MAR","Morocco","2009","2009",72.14524,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MAR","Morocco","2011","2011",74.03429,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MAR","Morocco","2012","2012",87.7834,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MAR","Morocco","2018","2018",97.4,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CRI","Costa Rica","2000","2000",98.03841,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CRI","Costa Rica","2011","2011",99.25812,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CRI","Costa Rica","2018","2018",99.53,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2004","2004",97.99131,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2005","2005",97.9584,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2006","2006",97.88317,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2007","2007",97.96863,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2008","2008",97.98927,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2009","2009",97.93743,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2010","2010",98.09842,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2011","2011",98.23938,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2014","2014",98.54095,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2015","2015",98.53473,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2016","2016",98.66831,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COL","Colombia","2018","2018",98.85165,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MWI","Malawi","2010","2010",69.98174,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MWI","Malawi","2014","2014",73.33242,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MWI","Malawi","2015","2015",73.3858,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GIN","Guinea","2003","2003",47.09126,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GIN","Guinea","2010","2010",31.40642,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GIN","Guinea","2014","2014",46.29505,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GIN","Guinea","2018","2018",53.94052,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AFG","Afghanistan","2011","2011",46.99005,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AFG","Afghanistan","2018","2018",65.42055,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRQ","Iraq","2000","2000",80.48683,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRQ","Iraq","2012","2012",79.4,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRQ","Iraq","2013","2013",75.9,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRQ","Iraq","2014","2014",85.5,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRQ","Iraq","2016","2016",88.3,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRQ","Iraq","2017","2017",92.1,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AGO","Angola","2001","2001",83.77693,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AGO","Angola","2014","2014",84.86238,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2000","2000",96.48236,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2002","2002",97.27211,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2004","2004",97.60793,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2005","2005",97.62793,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2006","2006",97.69172,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2007","2007",98.11611,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2008","2008",98.35642,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2009","2009",98.3816,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2010","2010",98.49213,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2011","2011",98.50666,"+","National Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2012","2012",99.02957,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2013","2013",98.60191,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2014","2014",99.07946,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2015","2015",99.01495,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2016","2016",99.20723,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2017","2017",99.16837,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2018","2018",99.38847,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TLS","Timor-Leste","2010","2010",79.52868,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TLS","Timor-Leste","2018","2018",83.53903,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BRN","Brunei Darussalam","2001","2001",98.91217,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BRN","Brunei Darussalam","2011","2011",99.54606,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BRN","Brunei Darussalam","2018","2018",99.78966,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","VUT","Vanuatu","2004","2004",91.93,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","VUT","Vanuatu","2014","2014",95.09,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","VUT","Vanuatu","2018","2018",95.97657,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BWA","Botswana","2003","2003",95.59602,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BWA","Botswana","2013","2013",99.13954,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NGA","Nigeria","2003","2003",78.12795,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NGA","Nigeria","2006","2006",83.12366,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NGA","Nigeria","2008","2008",75.56594,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NGA","Nigeria","2018","2018",81.58064,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2001","2001",98.7079,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2006","2006",99.38614,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2009","2009",99.47492,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2010","2010",99.0122,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2011","2011",99.54525,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2012","2012",99.14453,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2013","2013",99.51034,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2014","2014",99.19587,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2015","2015",99.4834,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2016","2016",99.38448,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2018","2018",99.24183,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ETH","Ethiopia","2004","2004",49.9,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ETH","Ethiopia","2005","2005",44.60597,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ETH","Ethiopia","2007","2007",54.98298,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ETH","Ethiopia","2017","2017",72.75482,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SLE","Sierra Leone","2004","2004",37.35752,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SLE","Sierra Leone","2013","2013",50.85709,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SLE","Sierra Leone","2018","2018",62.69922,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","QAT","Qatar","2004","2004",96.92502,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","QAT","Qatar","2007","2007",98.96525,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","QAT","Qatar","2008","2008",95.32598,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","QAT","Qatar","2009","2009",96.04019,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","QAT","Qatar","2010","2010",96.29046,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","QAT","Qatar","2011","2011",97.24247,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","QAT","Qatar","2012","2012",97.82755,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","QAT","Qatar","2013","2013",95.79881,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","QAT","Qatar","2014","2014",96.34852,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","QAT","Qatar","2016","2016",97.26477,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","QAT","Qatar","2017","2017",96.11466,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LTU","Lithuania","2001","2001",99.74238,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LTU","Lithuania","2011","2011",99.86662,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2001","2001",96.3794,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2007","2007",98.22691,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2008","2008",98.43287,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2009","2009",98.72152,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2010","2010",98.46887,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2011","2011",98.5865,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2012","2012",98.77316,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2013","2013",98.57941,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2014","2014",99.01074,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2015","2015",99.33717,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2016","2016",98.9792,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2017","2017",99.10982,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","FJI","Fiji","2017","2017",99.67991,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ERI","Eritrea","2002","2002",77.94529,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ERI","Eritrea","2008","2008",86.97491,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ERI","Eritrea","2018","2018",93.27239,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GNB","Guinea-Bissau","2000","2000",59.49285,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GNB","Guinea-Bissau","2014","2014",60.40235,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ZWE","Zimbabwe","2011","2011",90.9307,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ZWE","Zimbabwe","2014","2014",90.42812,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LVA","Latvia","2000","2000",99.75026,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LVA","Latvia","2011","2011",99.83543,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LVA","Latvia","2018","2018",99.82,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SMR","San Marino","2018","2018",100,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HRV","Croatia","2001","2001",99.64426,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HRV","Croatia","2011","2011",99.71204,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ITA","Italy","2001","2001",99.82011,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ITA","Italy","2011","2011",99.8687,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ITA","Italy","2018","2018",99.95,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CPV","Cabo Verde","2000","2000",95.87,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CPV","Cabo Verde","2012","2012",98.12897,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CPV","Cabo Verde","2015","2015",98.11131,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRI","Puerto Rico","2010","2010",98.85419,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRI","Puerto Rico","2017","2017",92.3897,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GMB","Gambia","2000","2000",64.34049,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GMB","Gambia","2013","2013",65.97576,"‡","UIS Estimation"
