ref_area.label,indicator.label,source.label,sex.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Male,2007,10.29,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Female,2007,14.34,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Total,2008,13.03,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Male,2008,11.65,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Female,2008,14.44,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Total,2009,15.03,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Male,2009,14.48,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Female,2009,15.6,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Total,2010,15.23,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Male,2010,14.89,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Female,2010,15.57,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Total,2011,14.41,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Male,2011,13.52,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Female,2011,15.35,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Total,2012,13.91,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Male,2012,13.01,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Female,2012,14.82,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Total,2013,14.38,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Male,2013,13.56,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Female,2013,15.22,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Total,2014,13.39,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Male,2014,12.31,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Female,2014,14.48,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Total,2015,12.44,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Male,2015,11.56,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Female,2015,13.34,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Total,2016,12.02,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Male,2016,11.23,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Female,2016,12.81,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Total,2017,10.97,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Male,2017,10.19,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Female,2017,11.76,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Total,2018,10.92,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Male,2018,10.31,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Female,2018,11.54,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Total,2019,10.41,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Male,2019,9.89,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Female,2019,10.93,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Total,2020,13.89,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Male,2020,13.59,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,"Share of youth not in employment, education or training (NEET) by sex (%)",USA - LFS - Current Population Survey,Sex: Female,2020,14.19,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Total,2005,13.37,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Male,2005,9.84,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Female,2005,17.02,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Total,2006,12.74,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Male,2006,9.17,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Female,2006,16.41,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Total,2007,11.7,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Male,2007,8.27,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Female,2007,15.23,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Total,2008,12.05,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Male,2008,8.47,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Female,2008,15.73,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Total,2009,14.96,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Male,2009,10.28,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Female,2009,19.78,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Total,2010,18.8,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Male,2010,12.77,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Female,2010,25.01,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Total,2011,18.9,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Male,2011,12.44,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Female,2011,25.58,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Total,2012,19.63,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Male,2012,12.54,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Female,2012,26.96,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Total,2016,20.22,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Male,2016,13.5,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Female,2016,27.26,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Total,2017,22.75,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Male,2017,14.99,,,Repository: ILO-STATISTICS - Micro data processing
"Venezuela, Bolivarian Republic of","Share of youth not in employment, education or training (NEET) by sex (%)",VEN - LFS - Encuesta de Hogares por Muestreo,Sex: Female,2017,30.9,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Total,2007,10.6,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Male,2007,8.92,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Female,2007,12.37,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Total,2009,10.27,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Male,2009,7.71,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Female,2009,12.88,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Total,2010,8.24,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Male,2010,5.86,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Female,2010,10.69,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Total,2011,8.29,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Male,2011,5.93,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Female,2011,10.78,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Total,2012,9.44,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Male,2012,7.4,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Female,2012,11.66,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Total,2013,9.99,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Male,2013,7.85,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Female,2013,12.33,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Total,2014,9.73,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Male,2014,7.45,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Female,2014,12.17,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Total,2015,9.88,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Male,2015,7.29,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Female,2015,12.62,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Total,2016,9.47,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Male,2016,7.21,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Female,2016,11.84,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Total,2017,9.7,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Male,2017,7.51,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Female,2017,12.01,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Total,2018,8.31,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Male,2018,6,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Female,2018,10.63,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Total,2019,14.64,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Male,2019,12.06,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Female,2019,17.42,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Total,2020,15.47,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Male,2020,12.99,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Viet Nam,"Share of youth not in employment, education or training (NEET) by sex (%)",VNM - LFS - Labour Force Survey,Sex: Female,2020,18.12,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Vanuatu,"Share of youth not in employment, education or training (NEET) by sex (%)",VUT - HIES - Household Income and Expenditure Survey,Sex: Total,2006,22.86,,,Repository: ILO-STATISTICS - Micro data processing
Vanuatu,"Share of youth not in employment, education or training (NEET) by sex (%)",VUT - HIES - Household Income and Expenditure Survey,Sex: Male,2006,21.14,,,Repository: ILO-STATISTICS - Micro data processing
Vanuatu,"Share of youth not in employment, education or training (NEET) by sex (%)",VUT - HIES - Household Income and Expenditure Survey,Sex: Female,2006,24.44,,,Repository: ILO-STATISTICS - Micro data processing
Vanuatu,"Share of youth not in employment, education or training (NEET) by sex (%)",VUT - HIES - Household Income and Expenditure Survey,Sex: Total,2010,30.97,,,Repository: ILO-STATISTICS - Micro data processing
Vanuatu,"Share of youth not in employment, education or training (NEET) by sex (%)",VUT - HIES - Household Income and Expenditure Survey,Sex: Male,2010,26.35,,,Repository: ILO-STATISTICS - Micro data processing
Vanuatu,"Share of youth not in employment, education or training (NEET) by sex (%)",VUT - HIES - Household Income and Expenditure Survey,Sex: Female,2010,35.25,,,Repository: ILO-STATISTICS - Micro data processing
Vanuatu,"Share of youth not in employment, education or training (NEET) by sex (%)",VUT - HIES - Household Income and Expenditure Survey,Sex: Total,2019,43.19,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Vanuatu,"Share of youth not in employment, education or training (NEET) by sex (%)",VUT - HIES - Household Income and Expenditure Survey,Sex: Male,2019,40.24,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Vanuatu,"Share of youth not in employment, education or training (NEET) by sex (%)",VUT - HIES - Household Income and Expenditure Survey,Sex: Female,2019,46.01,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Vanuatu,"Share of youth not in employment, education or training (NEET) by sex (%)",VUT - PC - National Population and Housing Census,Sex: Total,2009,26.33,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Vanuatu,"Share of youth not in employment, education or training (NEET) by sex (%)",VUT - PC - National Population and Housing Census,Sex: Male,2009,20.1,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Vanuatu,"Share of youth not in employment, education or training (NEET) by sex (%)",VUT - PC - National Population and Housing Census,Sex: Female,2009,32.41,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Samoa,"Share of youth not in employment, education or training (NEET) by sex (%)",WSM - LFS - Labour Force Survey,Sex: Total,2012,38.9,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Samoa,"Share of youth not in employment, education or training (NEET) by sex (%)",WSM - LFS - Labour Force Survey,Sex: Male,2012,39.28,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Samoa,"Share of youth not in employment, education or training (NEET) by sex (%)",WSM - LFS - Labour Force Survey,Sex: Female,2012,38.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Samoa,"Share of youth not in employment, education or training (NEET) by sex (%)",WSM - LFS - Labour Force Survey,Sex: Total,2017,37.93,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Samoa,"Share of youth not in employment, education or training (NEET) by sex (%)",WSM - LFS - Labour Force Survey,Sex: Male,2017,34.58,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Samoa,"Share of youth not in employment, education or training (NEET) by sex (%)",WSM - LFS - Labour Force Survey,Sex: Female,2017,41.54,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Yemen,"Share of youth not in employment, education or training (NEET) by sex (%)",YEM - LFS - Labour Force Survey,Sex: Total,2014,44.77,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Yemen,"Share of youth not in employment, education or training (NEET) by sex (%)",YEM - LFS - Labour Force Survey,Sex: Male,2014,22.05,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Yemen,"Share of youth not in employment, education or training (NEET) by sex (%)",YEM - LFS - Labour Force Survey,Sex: Female,2014,69.69,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2000,31.35,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Male,2000,27.38,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Female,2000,35.41,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2001,34.57,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Male,2001,29.68,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Female,2001,39.57,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Total,2002,35.67,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,"Share of youth not in employment, education or training (NEET) by sex (%)",ZAF - LFS - Quarterly Labour Force Survey,Sex: Male,2002,30.35,,,Repository: ILO-STATISTICS - Micro data processing
