"SDG_IND","Indicator","LOCATION2017","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SEN","Senegal","2013","2013",61.11376,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SEN","Senegal","2017","2017",75.57641,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PSE","Palestine","2010","2010",99.24204,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PSE","Palestine","2011","2011",99.31232,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PSE","Palestine","2012","2012",99.28733,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PSE","Palestine","2013","2013",99.34833,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PSE","Palestine","2014","2014",99.36351,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PSE","Palestine","2015","2015",99.34061,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PSE","Palestine","2016","2016",99.38371,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PSE","Palestine","2018","2018",99.33625,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GEO","Georgia","2014","2014",99.72914,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GEO","Georgia","2017","2017",99.49365,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SUR","Suriname","2010","2010",98.80215,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SUR","Suriname","2012","2012",97.25966,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SUR","Suriname","2018","2018",98.39996,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CMR","Cameroon","2010","2010",80.57444,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CMR","Cameroon","2018","2018",85.08,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COL","Colombia","2010","2010",97.68272,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COL","Colombia","2011","2011",97.76047,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COL","Colombia","2014","2014",98.10671,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COL","Colombia","2015","2015",98.15518,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COL","Colombia","2016","2016",98.31204,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COL","Colombia","2018","2018",98.63383,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BRA","Brazil","2010","2010",98.31874,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BRA","Brazil","2011","2011",99.07315,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BRA","Brazil","2012","2012",99.02082,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BRA","Brazil","2013","2013",99.22972,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BRA","Brazil","2014","2014",99.25031,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BRA","Brazil","2015","2015",99.3467,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BRA","Brazil","2016","2016",99.45533,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BRA","Brazil","2017","2017",99.48134,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BRA","Brazil","2018","2018",99.43153,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UGA","Uganda","2010","2010",89.63519,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UGA","Uganda","2012","2012",85.75978,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UGA","Uganda","2018","2018",88.8269,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CYP","Cyprus","2011","2011",99.80454,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GTM","Guatemala","2012","2012",91.94237,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GTM","Guatemala","2013","2013",89.77037,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GTM","Guatemala","2014","2014",93.26925,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LAO","Lao People's Democratic Republic","2011","2011",77.27267,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LAO","Lao People's Democratic Republic","2015","2015",94.40438,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","EGY","Egypt","2010","2010",87.50964,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","EGY","Egypt","2012","2012",89.28192,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","EGY","Egypt","2013","2013",92.02342,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","EGY","Egypt","2017","2017",88.19256,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","VEN","Venezuela (Bolivarian Republic of)","2011","2011",98.23637,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",99.31739,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","VEN","Venezuela (Bolivarian Republic of)","2016","2016",99.09258,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IND","India","2011","2011",90.04483,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IND","India","2018","2018",92.99297,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TON","Tonga","2011","2011",99.51043,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TON","Tonga","2018","2018",99.53978,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TTO","Trinidad and Tobago","2010","2010",99.55,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MAR","Morocco","2011","2011",88.82942,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MAR","Morocco","2012","2012",94.62719,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MAR","Morocco","2018","2018",98.04,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","OMN","Oman","2010","2010",97.40565,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","OMN","Oman","2014","2014",99.1306,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","OMN","Oman","2015","2015",99.43405,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","OMN","Oman","2016","2016",98.51479,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","OMN","Oman","2017","2017",98.46439,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","OMN","Oman","2018","2018",98.35663,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BFA","Burkina Faso","2014","2014",56.99489,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BFA","Burkina Faso","2018","2018",61.79,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ESP","Spain","2010","2010",99.50677,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ESP","Spain","2011","2011",99.65465,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ESP","Spain","2012","2012",99.64105,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ESP","Spain","2013","2013",99.69463,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ESP","Spain","2014","2014",99.75731,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ESP","Spain","2015","2015",99.61875,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ESP","Spain","2016","2016",99.63757,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ESP","Spain","2018","2018",99.6885,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SYC","Seychelles","2010","2010",99.38308,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SYC","Seychelles","2018","2018",99.6,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SWZ","Eswatini","2010","2010",93.5023,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SWZ","Eswatini","2018","2018",95.46937,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GNB","Guinea-Bissau","2014","2014",49.75632,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2010","2010",98.37557,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2011","2011",98.41656,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2012","2012",98.72037,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2013","2013",98.52684,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2014","2014",98.92221,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2015","2015",98.87352,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2016","2016",99.02592,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2017","2017",99.0813,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2018","2018",99.24864,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BTN","Bhutan","2012","2012",87.31836,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BTN","Bhutan","2017","2017",93.09063,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BOL","Bolivia (Plurinational State of)","2011","2011",98.77202,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BOL","Bolivia (Plurinational State of)","2012","2012",98.82861,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BOL","Bolivia (Plurinational State of)","2015","2015",99.40421,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CIV","Côte d'Ivoire","2012","2012",38.75008,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CIV","Côte d'Ivoire","2014","2014",47.03975,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CIV","Côte d'Ivoire","2018","2018",53.0251,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","STP","Sao Tome and Principe","2012","2012",96.7384,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","STP","Sao Tome and Principe","2018","2018",97.78255,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRI","Puerto Rico","2010","2010",98.83418,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRI","Puerto Rico","2017","2017",92.38983,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PSE","Palestine","2010","2010",99.21135,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PSE","Palestine","2011","2011",99.25986,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PSE","Palestine","2012","2012",99.34516,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PSE","Palestine","2013","2013",99.41883,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PSE","Palestine","2014","2014",99.40579,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PSE","Palestine","2015","2015",99.41047,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PSE","Palestine","2016","2016",99.45153,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PSE","Palestine","2018","2018",99.29223,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MDV","Maldives","2014","2014",99.26838,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MDV","Maldives","2016","2016",98.75365,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","QAT","Qatar","2013","2013",95.79881,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","QAT","Qatar","2014","2014",96.34852,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","QAT","Qatar","2016","2016",97.26477,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","QAT","Qatar","2017","2017",96.11466,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","EST","Estonia","2011","2011",99.95904,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","NAM","Namibia","2011","2011",94.41944,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","NAM","Namibia","2018","2018",95.1649,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2010","2010",94.44801,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2011","2011",94.93154,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2012","2012",94.00283,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2013","2013",93.85074,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2014","2014",95.04737,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2015","2015",94.99325,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2016","2016",94.94519,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2018","2018",94.89199,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZWE","Zimbabwe","2011","2011",92.12456,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZWE","Zimbabwe","2014","2014",93.18835,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BRB","Barbados","2014","2014",99.92,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2010","2010",98.50034,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2012","2012",98.25123,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2013","2013",98.59587,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2014","2014",98.9637,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2015","2015",98.35383,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2016","2016",98.20768,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRY","Paraguay","2018","2018",97.73242,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CPV","Cabo Verde","2012","2012",98.39818,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CPV","Cabo Verde","2015","2015",98.73018,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MDA","Republic of Moldova","2012","2012",99.45616,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MDA","Republic of Moldova","2014","2014",99.81101,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SRB","Serbia","2011","2011",99.34544,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SRB","Serbia","2016","2016",99.71523,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COM","Comoros","2012","2012",71.58127,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COM","Comoros","2018","2018",78.27039,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GHA","Ghana","2010","2010",88.31075,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GHA","Ghana","2018","2018",92.761,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KWT","Kuwait","2010","2010",98.89911,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KWT","Kuwait","2012","2012",98.78226,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KWT","Kuwait","2013","2013",99.15375,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KWT","Kuwait","2015","2015",99.25909,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KWT","Kuwait","2017","2017",99.24358,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KWT","Kuwait","2018","2018",99.08013,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","EGY","Egypt","2010","2010",90.55763,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","EGY","Egypt","2012","2012",92.35576,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","EGY","Egypt","2013","2013",93.64928,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","EGY","Egypt","2017","2017",89.48338,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ZMB","Zambia","2010","2010",88.71456,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ZMB","Zambia","2018","2018",92.09157,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2010","2010",99.75182,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2011","2011",99.8872,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2012","2012",99.89494,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2013","2013",99.89861,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2014","2014",99.90047,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2015","2015",99.7849,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2016","2016",99.92658,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2017","2017",99.93044,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2018","2018",99.92963,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ARE","United Arab Emirates","2015","2015",99.11,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","AZE","Azerbaijan","2010","2010",99.93333,"+","National Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","AZE","Azerbaijan","2011","2011",99.93176,"+","National Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","AZE","Azerbaijan","2012","2012",99.91767,"+","National Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","AZE","Azerbaijan","2013","2013",99.9267,"+","National Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","AZE","Azerbaijan","2014","2014",99.93638,"+","National Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","AZE","Azerbaijan","2015","2015",99.92011,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","AZE","Azerbaijan","2016","2016",99.91648,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","AZE","Azerbaijan","2017","2017",99.91311,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MUS","Mauritius","2011","2011",98.13035,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MUS","Mauritius","2018","2018",99.04203,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COD","Democratic Republic of the Congo","2012","2012",91.04756,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COD","Democratic Republic of the Congo","2016","2016",90.96097,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GIN","Guinea","2010","2010",31.40642,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GIN","Guinea","2014","2014",46.29505,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRN","Iran (Islamic Republic of)","2012","2012",97.66179,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRN","Iran (Islamic Republic of)","2013","2013",97.43798,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRN","Iran (Islamic Republic of)","2014","2014",97.67817,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRN","Iran (Islamic Republic of)","2016","2016",97.92513,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ZAF","South Africa","2010","2010",98.64413,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ZAF","South Africa","2011","2011",98.78966,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ZAF","South Africa","2012","2012",98.88204,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ZAF","South Africa","2014","2014",98.88228,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ZAF","South Africa","2015","2015",98.95578,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ZAF","South Africa","2017","2017",95.32382,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2010","2010",97.19733,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2011","2011",97.9363,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2012","2012",98.41265,"+","National Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2013","2013",98.74206,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2014","2014",98.95092,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2015","2015",99.16708,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2016","2016",99.37155,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2017","2017",99.58643,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SDN","Sudan","2018","2018",73.49,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KHM","Cambodia","2014","2014",90.37226,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KHM","Cambodia","2015","2015",92.57328,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BDI","Burundi","2014","2014",79.55961,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BDI","Burundi","2017","2017",88.22177,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUN","Tunisia","2010","2010",97.17172,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUN","Tunisia","2011","2011",97.30444,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUN","Tunisia","2012","2012",96.865,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUN","Tunisia","2014","2014",96.2091,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NAM","Namibia","2011","2011",93.45852,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NAM","Namibia","2018","2018",94.10937,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KAZ","Kazakhstan","2010","2010",99.89736,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KAZ","Kazakhstan","2018","2018",99.89736,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MDV","Maldives","2014","2014",99.08133,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MDV","Maldives","2016","2016",98.39115,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CRI","Costa Rica","2011","2011",99.1337,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CRI","Costa Rica","2018","2018",99.43,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","STP","Sao Tome and Principe","2012","2012",97.12077,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","STP","Sao Tome and Principe","2018","2018",97.71246,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BGD","Bangladesh","2011","2011",79.54449,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BGD","Bangladesh","2012","2012",79.3692,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BGD","Bangladesh","2013","2013",86.92579,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BGD","Bangladesh","2014","2014",86.48067,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BGD","Bangladesh","2015","2015",89.53506,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BGD","Bangladesh","2016","2016",93.53532,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BGD","Bangladesh","2017","2017",94.37776,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BGD","Bangladesh","2018","2018",94.91259,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LBR","Liberia","2017","2017",55.3987,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PER","Peru","2012","2012",98.69816,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PER","Peru","2014","2014",98.97753,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PER","Peru","2015","2015",99.00954,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PER","Peru","2016","2016",98.88349,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PER","Peru","2017","2017",99.05748,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PER","Peru","2018","2018",99.02376,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BIH","Bosnia and Herzegovina","2011","2011",99.15044,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BIH","Bosnia and Herzegovina","2013","2013",99.66747,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRT","Portugal","2011","2011",99.47964,,
